command,repos
qemu-i386,extra
qemu-i386-static,extra
qemu-img,extra
qemu-io,extra
qemu-keymap,extra
qemu-loongarch64,extra
qemu-loongarch64-static,extra
qemu-m68k,extra
qemu-m68k-static,extra
qemu-microblaze,extra
qemu-microblaze-static,extra
qemu-microblazeel,extra
qemu-microblazeel-static,extra
qemu-mips,extra
qemu-mips-static,extra
qemu-mips64,extra
qemu-mips64-static,extra
qemu-mips64el,extra
qemu-mips64el-static,extra
qemu-mipsel,extra
qemu-mipsel-static,extra
qemu-mipsn32,extra
qemu-mipsn32-static,extra
qemu-mipsn32el,extra
qemu-mipsn32el-static,extra
qemu-nbd,extra
qemu-or1k,extra
qemu-or1k-static,extra
qemu-ppc,extra
qemu-ppc-static,extra
qemu-ppc64,extra
qemu-ppc64-static,extra
qemu-ppc64le,extra
qemu-ppc64le-static,extra
qemu-pr-helper,extra
qemu-riscv32,extra
qemu-riscv32-static,extra
qemu-riscv64,extra
qemu-riscv64-static,extra
qemu-s390x,extra
qemu-s390x-static,extra
qemu-sh4,extra
qemu-sh4-static,extra
qemu-sh4eb,extra
qemu-sh4eb-static,extra
qemu-sparc,extra
qemu-sparc-static,extra
qemu-sparc32plus,extra
qemu-sparc32plus-static,extra
qemu-sparc64,extra
qemu-sparc64-static,extra
qemu-storage-daemon,extra
qemu-system-aarch64,extra
qemu-system-alpha,extra
qemu-system-arm,extra
qemu-system-avr,extra
qemu-system-hexagon,extra
qemu-system-hppa,extra
qemu-system-i386,extra
qemu-system-loongarch64,extra
qemu-system-m68k,extra
qemu-system-microblaze,extra
qemu-system-mips,extra
qemu-system-mips64,extra
qemu-system-mips64el,extra
qemu-system-mipsel,extra
qemu-system-or1k,extra
qemu-system-ppc,extra
qemu-system-ppc64,extra
qemu-system-riscv32,extra
qemu-system-riscv64,extra
qemu-system-rx,extra
qemu-system-s390x,extra
qemu-system-sh4,extra
qemu-system-sh4eb,extra
qemu-system-sparc,extra
qemu-system-sparc64,extra
qemu-system-tricore,extra
qemu-system-x86_64,extra
qemu-system-xtensa,extra
qemu-system-xtensaeb,extra
qemu-vmsr-helper,extra
qemu-x86_64,extra
qemu-x86_64-static,extra
qemu-xtensa,extra
qemu-xtensa-static,extra
qemu-xtensaeb,extra
qemu-xtensaeb-static,extra
qexp,extra
qgis,extra
qgis_bench,extra
qgis_mapserver,extra
qgis_process,extra
qgis_quickapp,extra
qgit,extra
qgo,extra
qhalf,extra
qhelpgenerator,extra
qhelpgenerator-qt5,extra
qhull,extra
qiniupy,extra
qjackctl,extra
qjs,extra
qjsc,extra
qlalr,extra
qlalr-qt5,extra
qmake,extra
qmake-qt5,extra
qmake6,extra
qmapshack,extra
qmaptool,extra
qmi-firmware-update,extra
qmi-network,extra
qmicli,extra
qmidiarp,extra
qmidictl,extra
qmidinet,extra
qmidiroute,extra
qmk,extra
qml,extra
qml-qt5,extra
qml.py,extra
qml6,extra
qmlcachegen,extra
qmlcachegen-qt5,extra
qmleasing,extra
qmleasing-qt5,extra
qmleasing6,extra
qmlformat,extra
qmlformat-qt5,extra
qmlimportscanner,extra
qmlimportscanner-qt5,extra
qmlkonsole,extra
qmllint,extra
qmllint-qt5,extra
qmlls6,extra
qmlmin,extra
qmlmin-qt5,extra
qmlplugindump,extra
qmlplugindump-qt5,extra
qmlpreview,extra
qmlpreview-qt5,extra
qmlpreview6,extra
qmlprofiler,extra
qmlprofiler-qt5,extra
qmlscene,extra
qmlscene-qt5,extra
qmlscene6,extra
qmltestrunner,extra
qmltestrunner-qt5,extra
qmltime,extra
qmltime-qt5,extra
qmltyperegistrar,extra
qmltyperegistrar-qt5,extra
qmmp,extra
qmqp-sink,extra
qmqp-source,extra
qmt_map2jnx,extra
qmt_rgb2pct,extra
qmv,extra
qopenvpn,extra
qpaeq,extra
qpdf,extra
qperf,extra
qprint,extra
qps,extra
qpwgraph,extra
qqem6,extra
qqwing,extra
qr,extra
qrca,extra
qreator,extra
qrencode,extra
qrenderdoc,extra
qrtool,extra
qrttoppm,extra
qs,extra
qsampler,extra
qshape,extra
qsolve,extra
qspectrumanalyzer,extra
qstardict,extra
qsv,extra
qsynth,extra
qt-faststart,extra
qt5ct,extra
qt6ct,extra
qta-browser,extra
qta-install-fonts-all-users,extra
qtattributionsscanner,extra
qtattributionsscanner-qt5,extra
qtcreator,extra
qtcreator.sh,extra
qtdiag,extra
qtdiag-qt5,extra
qtdiag6,extra
qterminal,extra
qtikz,extra
qtile,extra
qtpass,extra
qtpaths,extra
qtpaths-qt5,extra
qtplugininfo,extra
qtplugininfo-qt5,extra
qtplugininfo6,extra
qtpy,extra
qtpy2cpp.py,extra
qtractor,extra
qtwaylandscanner,extra
qtxdg-mat,extra
quad,extra
quad-clip,extra
quad-clip-all-vertices,extra
quad-clip-all-vertices32,multilib
quad-clip-nearplane,extra
quad-clip-nearplane32,multilib
quad-clip32,multilib
quad-degenerate,extra
quad-degenerate32,multilib
quad-flat,extra
quad-flat32,multilib
quad-offset-factor,extra
quad-offset-factor32,multilib
quad-offset-unfilled,extra
quad-offset-unfilled32,multilib
quad-offset-units,extra
quad-offset-units32,multilib
quad-tex-2d,extra
quad-tex-2d32,multilib
quad-tex-3d,extra
quad-tex-3d32,multilib
quad-tex-alpha,extra
quad-tex-alpha32,multilib
quad-tex-pbo,extra
quad-tex-pbo32,multilib
quad-tex-sub,extra
quad-tex-sub32,multilib
quad-unfilled,extra
quad-unfilled-clip,extra
quad-unfilled-clip32,multilib
quad-unfilled-stipple,extra
quad-unfilled-stipple32,multilib
quad-unfilled32,multilib
quad32,multilib
quadrapassel,extra
quads,extra
quads32,multilib
quadstrip,extra
quadstrip-clip,extra
quadstrip-clip32,multilib
quadstrip-cont,extra
quadstrip-cont32,multilib
quadstrip-flat,extra
quadstrip-flat32,multilib
quadstrip32,multilib
quake,extra
quart,extra
quartic_points,extra
quassel,extra
quasselclient,extra
quasselcore,extra
query-tee,extra
queuelat,extra
quickshell,extra
quickstart,extra
quilt,extra
quodlibet,extra
quota,extra
quota_nld,extra
quotacheck,extra
quotaoff,extra
quotaon,extra
quotastats,extra
quotasync,extra
quotest,extra
qutebrowser,extra
qv4l2,extra
qvidcap,extra
qvkgen,extra
qvkgen-qt5,extra
qvlc,extra
qvoronoi,extra
qwen,extra
qxgedit,extra
qxp2raw,extra
qxp2svg,extra
qxp2text,extra
r-mpost,extra
r-pmpost,extra
r-upmpost,extra
r10k,extra
r2,extra
r2agent,extra
r2e,extra
r2pm,extra
r2r,extra
r2sdb,extra
rabbitmq-defaults,extra
rabbitmq-diagnostics,extra
rabbitmq-env,extra
rabbitmq-plugins,extra
rabbitmq-queues,extra
rabbitmq-server,extra
rabbitmq-streams,extra
rabbitmq-upgrade,extra
rabbitmqadmin,extra
rabbitmqctl,extra
rabin2,extra
racc,extra
racf2john,extra
racket,extra
rackup,extra
raco,extra
rad,extra
rad_counter,extra
radamsa,extra
radar,extra
radare2,extra
radattr,extra
radclient,extra
radconf2json,extra
radcrypt,extra
raddebug,extra
raddict2json,extra
radeapclient,extra
radeonreg,extra
radeontool,extra
radeontop,extra
radicale,extra
radicle-desktop,extra
radicle-node,extra
radiff2,extra
radius2john,extra
radiusd,extra
radlast,extra
radmin,extra
radmin3_to_hashcat.pl,extra
radmod2json,extra
radsecret,extra
radsniff,extra
radsqlrelay,extra
radtest,extra
radvd,extra
radvdump,extra
radwho,extra
radzap,extra
rafind2,extra
rafs2,extra
rage,extra
rage-keygen,extra
rage-mount,extra
ragel,extra
ragel-asm,extra
ragel-c,extra
ragel-crack,extra
ragel-csharp,extra
ragel-d,extra
ragel-go,extra
ragel-java,extra
ragel-js,extra
ragel-julia,extra
ragel-ocaml,extra
ragel-ruby,extra
ragel-rust,extra
ragg2,extra
rahash2,extra
raid6check,core
raider,extra
rainfrog,extra
raiseChild.py,extra
rake,extra
rake-compiler,extra
ramalama,extra
rand_graph,extra
randicmp6,extra
randpkt,extra
randsounds,extra
randstat,extra
ranger,extra
rankmirrors,extra
ranlabg,extra
ranlib,core
ransubg,extra
rapatch2,extra
rapid-photo-downloader,extra
rapidgzip,extra
rapper,extra
rapydscript,extra
rar2john,extra
rarcrack,extra
rarp,core
rarun2,extra
rasign2,extra
rasm2,extra
rasqal-config,extra
raster2pgsql,extra
rasttopnm,extra
ratarmount,extra
ratbagctl,extra
ratbagd,extra
rate-mirrors,extra
rattler-build,extra
ratty,extra
rauc,extra
rav1e,extra
ravc2,extra
raw-identify,extra
raw2adpcm,extra
raw2dyna,extra
raw2tiff,extra
raw_to_xgraph,extra
rawshake128sum,extra
rawshake256sum,extra
rawshake512sum,extra
rawshark,extra
rawtextdump,extra
rawtherapee,extra
rawtherapee-cli,extra
rawtopgm,extra
rawtoppm,extra
rax2,extra
ray,extra
ray32,multilib
rays,extra
rbash,core
rbcd.py,extra
rbenv,extra
rbenv-install,extra
rbenv-uninstall,extra
rblcheck,extra
rbox,extra
rbs,extra
rbw,extra
rbw-agent,extra
rc.news,extra
rc.radiusd,extra
rc2po,extra
rcc,extra
rcc-qt5,extra
rclone,extra
rclonefs,extra
rcopy,extra
rcp,core
rcs,extra
rcs2log,extra
rcsclean,extra
rcsdiff,extra
rcsmerge,extra
rctest,extra
rcvboxdrv,extra
rdbg,extra
rdesktop,extra
rdf2dot,extra
rdfgraphisomorphism,extra
rdfind,extra
rdfpipe,extra
rdfproc,extra
rdfs2dot,extra
rdic_conv,extra
rdiff,extra
rdisc6,extra
rdiscount,extra
rdjpgcom,extra
rdma,core
rdma-ndd,extra
rdma_client,extra
rdma_server,extra
rdma_topo,extra
rdma_xclient,extra
rdma_xserver,extra
rdmd,extra
rdmsr,extra
rdnssd,extra
rdoc,extra
rdp_check.py,extra
rds-ctl,extra
re.sonny.Commit,extra
re.sonny.Junction,extra
re.sonny.Tangram,extra
re2c,extra
re2d,extra
re2go,extra
re2hs,extra
re2java,extra
re2js,extra
re2ocaml,extra
re2py,extra
re2rust,extra
re2swift,extra
re2v,extra
re2zig,extra
read-it-later,extra
readahead,extra
readcd,extra
readelf,core
readelf.py,extra
readest,extra
readlink,core
readme,extra
readme-json-schema,extra
readmsg,extra
readom,extra
readpix,extra
readpix32,multilib
readpixels,extra
readpixels32,multilib
readprofile,core
readpst,extra
readstat,extra
readtags,extra
realpath,core
reaper,extra
rearj,extra
reaver,extra
rebar3,extra
rebase-snap,extra
rebels-in-the-sky,extra
rebind,extra
reboot,core
rebuild-todo,extra
rebuildctl,extra
rebuilderd,extra
rebuilderd-worker,extra
rec,extra
rec_control,extra
rec_ng,extra
recode,extra
recode-sr-latin,core
recoll,extra
recollindex,extra
recollq,extra
recordmydesktop,extra
recountdiff,extra
recv_image,extra
red,extra
redcarpet,extra
redcheck,extra
redcheck_gmp,extra
redcloth,extra
rediff,extra
redir6,extra
redirsniff6,extra
redis-benchmark,extra
redis-check-aof,extra
redis-check-rdb,extra
redis-cli,extra
redis-sentinel,extra
redis-server,extra
redland-config,extra
redland-db-upgrade,extra
redneck,extra
rednotebook,extra
redo,extra
redo-always,extra
redo-dot,extra
redo-gcc,extra
redo-ifchange,extra
redo-ifcreate,extra
redo-log,extra
redo-ood,extra
redo-sources,extra
redo-stamp,extra
redo-targets,extra
redo-unlocked,extra
redo-whichdo,extra
redshift,extra
redshift-gtk,extra
reduce-chunk-list,extra
reduce-chunk-list-19,extra
reduce-chunk-list-20,extra
reduce-chunk-list-21,extra
reduce_cubics,extra
reduce_quartics,extra
refactor,extra
refer,core
refind-install,extra
refind-mkdefault,extra
refind-mkfont,extra
refind-sb-healthcheck,extra
refine,extra
reflect,extra
reflect32,multilib
reflector,extra
reg.py,extra
regconcat,extra
regconvert,extra
regdiff,extra
regect,extra
reged,extra
regedit,extra
regfiledump,extra
regfiletype,extra
regina-engine-config,extra
regina-gui,extra
regina-helper,extra
regina-python,extra
register-python-argcomplete,extra
registerRTSPStream,extra
register_new_matrix_user,extra
registry-read.py,extra
regpatch,extra
regreet,extra
regrep,extra
regsecrets.py,extra
regshell,extra
regsvr32,extra
regtree,extra
reindexdb,extra
rekor-cli,extra
rekor-server,extra
release-cli,extra
release-plz,extra
reloc65,extra
rem,extra
rem2ps,extra
remaining,extra
remake,extra
remind,extra
remmina,extra
remmina-file-wrapper,extra
remote-viewer,extra
remote_lat,extra
remote_thr,extra
remotinator,extra
remunge,extra
remuxer,extra
rename,core
renamer,extra
renderdoccmd,extra
renice,core
renormal,extra
renormal32,multilib
reordercap,extra
rep.lua,extra
rep.lua51,extra
rep.lua52,extra
rep.lua53,extra
rep.lua54,extra
repack_bootimg,extra
replace,extra
repo,extra
repo-add,core
repo-elephant,core
repo-remove,core
repo2solv,extra
repod-file,extra
repomdxml2solv,extra
repose,extra
repquota,extra
reprepro,extra
repro,extra
repro-env,extra
repro-get,extra
repro-go,extra
reprotest,extra
repstopdf,extra
reptyr,extra
req-exclude,extra
req-include,extra
request-key,core
requirements-android.txt,extra
rescan-scsi-bus.sh,extra
reset,core
resgen,extra
resgen2,extra
resize,extra
resize-part-image,extra
resize.f2fs,extra
resize2fs,core
resizecons,core
resizepart,core
resolvconf,core;extra
resolve_stack_dump,extra
resolvectl,core
resolveip,extra
resources,extra
restic,extra
restore,core
resvg,extra
reswrap,extra
resx2po,extra
resynth,extra
retext,extra
retriangulate,extra
retrie,extra
retro-demo,extra
retroarch,extra
retroarch-cg2glsl,extra
retry,extra
retsnoop,extra
reuse,extra
rev,core
revfix,extra
review,extra
reviewboard-am,extra
revive,extra
revpath,extra
rexgen2rules,extra
rfcomm,extra
rfddump,extra
rfdformat,extra
rfdump,extra
rfkill,core
rfnmz,extra
rfnoc_image_builder,extra
rfnoc_modtool,extra
rftp,extra
rg,extra
rga,extra
rga-fzf,extra
rga-fzf-open,extra
rga-preproc,extra
rgb2pat,extra
rgb2pct,extra
rgb2pct.py,extra
rgb3toppm,extra
rgbasm,extra
rgbfix,extra
rgbgfx,extra
rgblink,extra
rgbmap,extra
rgr,extra
rgview,extra
rgvim,extra
rhash,extra
rhino,extra
rhino-debugger,extra
rhino-idswitch,extra
rhino-jsc,extra
rhit,extra
rhythmbox,extra
rhythmbox-client,extra
ri,extra
rich-click,extra
rifftree,extra
rifle,extra
rigctl,extra
rigctlcom,extra
rigctld,extra
rigctlsync,extra
rigctltcp,extra
rigmem,extra
rigsmtr,extra
rigswr,extra
rigtestlibusb,extra
rigtestmcast,extra
rigtestmcastrx,extra
rime_deployer,extra
rime_dict_manager,extra
rime_patch,extra
rime_table_decompiler,extra
rink,extra
rio,extra
riostream,extra
ripasso,extra
ris2xml,extra
riscv32-elf-addr2line,extra
riscv32-elf-ar,extra
riscv32-elf-as,extra
riscv32-elf-c++filt,extra
riscv32-elf-elfedit,extra
riscv32-elf-gdb,extra
riscv32-elf-gdb-add-index,extra
riscv32-elf-gprof,extra
riscv32-elf-gstack,extra
riscv32-elf-ld,extra
riscv32-elf-ld.bfd,extra
riscv32-elf-nm,extra
riscv32-elf-objcopy,extra
riscv32-elf-objdump,extra
riscv32-elf-ranlib,extra
riscv32-elf-readelf,extra
riscv32-elf-size,extra
riscv32-elf-strings,extra
riscv32-elf-strip,extra
riscv64-elf-addr2line,extra
riscv64-elf-ar,extra
riscv64-elf-as,extra
riscv64-elf-c++,extra
riscv64-elf-c++filt,extra
riscv64-elf-cpp,extra
riscv64-elf-elfedit,extra
riscv64-elf-g++,extra
riscv64-elf-gcc,extra
riscv64-elf-gcc-15.2.0,extra
riscv64-elf-gcc-ar,extra
riscv64-elf-gcc-nm,extra
riscv64-elf-gcc-ranlib,extra
riscv64-elf-gcov,extra
riscv64-elf-gcov-dump,extra
riscv64-elf-gcov-tool,extra
riscv64-elf-gdb,extra
riscv64-elf-gdb-add-index,extra
riscv64-elf-gprof,extra
riscv64-elf-gstack,extra
riscv64-elf-ld,extra
riscv64-elf-ld.bfd,extra
riscv64-elf-lto-dump,extra
riscv64-elf-nm,extra
riscv64-elf-objcopy,extra
riscv64-elf-objdump,extra
riscv64-elf-ranlib,extra
riscv64-elf-readelf,extra
riscv64-elf-size,extra
riscv64-elf-strings,extra
riscv64-elf-strip,extra
riscv64-linux-gnu-addr2line,extra
riscv64-linux-gnu-ar,extra
riscv64-linux-gnu-as,extra
riscv64-linux-gnu-c++,extra
riscv64-linux-gnu-c++filt,extra
riscv64-linux-gnu-cpp,extra
riscv64-linux-gnu-elfedit,extra
riscv64-linux-gnu-g++,extra
riscv64-linux-gnu-gcc,extra
riscv64-linux-gnu-gcc-16.2.1,extra
riscv64-linux-gnu-gcc-ar,extra
riscv64-linux-gnu-gcc-nm,extra
riscv64-linux-gnu-gcc-ranlib,extra
riscv64-linux-gnu-gcov,extra
riscv64-linux-gnu-gcov-dump,extra
riscv64-linux-gnu-gcov-tool,extra
riscv64-linux-gnu-gdb,extra
riscv64-linux-gnu-gdb-add-index,extra
riscv64-linux-gnu-gprof,extra
riscv64-linux-gnu-gstack,extra
riscv64-linux-gnu-ld,extra
riscv64-linux-gnu-ld.bfd,extra
riscv64-linux-gnu-lto-dump,extra
riscv64-linux-gnu-nm,extra
riscv64-linux-gnu-objcopy,extra
riscv64-linux-gnu-objdump,extra
riscv64-linux-gnu-ranlib,extra
riscv64-linux-gnu-readelf,extra
riscv64-linux-gnu-size,extra
riscv64-linux-gnu-strings,extra
riscv64-linux-gnu-strip,extra
riscv64-linux-musl-gcc,extra
rist2rist,extra
ristreceiver,extra
ristretto,extra
ristsender,extra
ristsrppasswd,extra
risttunnel,extra
river,extra
riverctl,extra
rivertile,extra
rizin,extra
rjoe,extra
rk-expose,extra
rkcommon_test_suite,extra
rkhunter,extra
rkill,extra
rkward,extra
rlatopam,extra
rletopnm,extra
rli,extra
rli2,extra
rlm_ippool_tool,extra
rlm_sqlippool_tool,extra
rlog,extra
rlogin,core
rlogin-cwd,extra
rlogind,core
rlpdump,extra
rltraceroute6,extra
rlwrap,extra
rm,core
rmail,extra
rmaxima,extra
rmcp,core
rmcp-ping,extra
rmcp_ping,extra
rmcpping,extra
rmcvsdir,extra
rmdir,core
rmic,extra
rmid,extra
rmiregistry,extra
rmkdepend,extra
rmligamarks,extra
rmmod,core
rmpc,extra
rmsgcat,extra
rmsgfmt,extra
rmsginit,extra
rmsgmerge,extra
rnano,core
rnbyc,extra
rndc,extra
rndc-confgen,extra
rnews,extra
rngd,extra
rngtest,extra
rnote,extra
rnote-cli,extra
roboden,extra
robotfindskitten,extra
robots,extra
roc-copy,extra
roc-obj,extra
roc-obj-extract,extra
roc-obj-ls,extra
roc-recv,extra
roc-send,extra
rocksndiamonds,extra
rocm-supported-gfx,extra
rocq,extra
rocq.byte,extra
rocqchk,extra
rocqide,extra
rocs,extra
rofi,extra
rofi-rbw,extra
rofi-sensible-terminal,extra
rofi-theme-selector,extra
rofiles-fuse,extra
rofimoji,extra
rog-control-center,extra
roman,extra
romcmp,extra
ronn,extra
root,extra
root-config,extra
root.exe,extra
rootbrowse,extra
rootcint,extra
rootcling,extra
rootcp,extra
rootdrawtree,extra
rooteventselector,extra
rootlessctl,extra
rootlesskit,extra
rootlesskit-docker-proxy,extra
rootls,extra
rootmkdir,extra
rootmv,extra
rootn.exe,extra
rootnb.exe,extra
rootprint,extra
rootreadspeed,extra
rootrm,extra
roots,extra
roots.exe,extra
rootslimtree,extra
rootssh,extra
ropper,extra
ropr,extra
roqet,extra
ros,extra
rosegarden,extra
rosenpass,extra
rot,extra
rotatelogs,extra
rotctl,extra
rotctld,extra
rougify,extra
roundtrip,extra
route,core
routel,core
router,extra
router+lib,extra
router+lib-slim,extra
router-slim,extra
rp,extra
rpacket,extra
rpaste,extra
rpc.gssd,core
rpc.idmapd,core
rpc.mountd,core
rpc.nfsd,core
rpc.rquotad,extra
rpc.statd,core
rpcbind,core
rpcclient,extra
rpcctl,core
rpcdebug,core
rpcdump.py,extra
rpcgen,extra
rpcinfo,core
rpcmap.py,extra
rpdfcrop,extra
rpg-cli,extra
rpgp,extra
rpi-imager,extra
rping,extra
rpm,extra
rpm2archive,extra
rpm2cpio,extra
rpmbuild,extra
rpmdb,extra
rpmdb2solv,extra
rpmextract.sh,extra
rpmgraph,extra
rpmkeys,extra
rpmlua,extra
rpmmd2solv,extra
rpmquery,extra
rpms2solv,extra
rpmsign,extra
rpmsort,extra
rpmspec,extra
rpmverify,extra
rpyc_classic,extra
rpyc_classic.py,extra
rpyc_registry,extra
rpyc_registry.py,extra
rq,extra
rqbit,extra
rqbit-desktop,extra
rrdcached,extra
rrdcgi,extra
rrdcreate,extra
rrdinfo,extra
rrdtool,extra
rrdupdate,extra
rredtool,extra
rrenice,extra
rrsync,extra
rscsi,extra
rsf,extra
rsh,core
rshd,core
rshijack,extra
rsibreak,extra
rsmtp,extra
rsmurf6,extra
rsnapreport.pl,extra
rsnapshot,extra
rsnapshot-diff,extra
rsoct,extra
rsop,extra
rsopv,extra
rspDisasm,extra
rspamadm,extra
rspamadm-4.1.5,extra
rspamc,extra
rspamc-4.1.5,extra
rspamd,extra
rspamd-4.1.5,extra
rspamd_stats,extra
rspec,extra
rspec-queue,extra
rssguard,extra
rssguard-article-extractor,extra
rst2html,extra
rst2html4,extra
rst2html5,extra
rst2latex,extra
rst2man,extra
rst2odt,extra
rst2pdf,extra
rst2pseudoxml,extra
rst2s5,extra
rst2xetex,extra
rst2xml,extra
rstcheck,extra
rstconv,extra
rstconv.rsj,extra
rstream,extra
rsvg-convert,extra
rsync,extra
rsync-ssl,extra
rt-migrate-test,extra
rtacct,core
rtcwake,core
rtf2rtf,extra
rtirq,extra
rtkitctl,extra
rtl_433,extra
rtl_adsb,extra
rtl_biast,extra
rtl_eeprom,extra
rtl_fm,extra
rtl_number,extra
rtl_power,extra
rtl_sdr,extra
rtl_tcp,extra
rtl_test,extra
rtlbrowse,extra
rtlfw,extra
rtmon,core
rtmpdump,extra
rtmpgw,extra
rtmpsrv,extra
rtmpsuck,extra
rtorrent,extra
rtstat,core
rubber,extra
rubber-info,extra
rubber-lsmod,extra
rubber-pipe,extra
rubberband,extra
rubberband-r3,extra
rubibtex,extra
rubikrotation,extra
rubocop,extra
ruby,extra
ruby-build,extra
ruby-lsp,extra
ruby-lsp-check,extra
ruby-lsp-launcher,extra
ruby-lsp-test-exec,extra
ruby-memory-profiler,extra
ruby-parse,extra
ruby-rewrite,extra
ruby-test,extra
ruby_count,extra
ruby_memcheck,extra
rubytest,extra
rucola,extra
ruff,extra
rules_optimize,extra
rulestack,extra
rumakeindex,extra
rumdl,extra
run-clang-tidy,extra
run-festival-script,extra
run-on-ac,extra
run-on-bat,extra
run-parts,extra
run-singularity,extra
run-with-aspell,extra
run0,core
run_archiso,extra
run_erl,extra
run_ipxe,extra
run_scaled,extra
run_srp_daemon,extra
runc,extra
runghc,extra
runghc-9.6.6,extra
rungs,extra
runhaskell,extra
runhaskell-9.6.6,extra
runner,extra
runq,extra
runqlat,extra
runqlen,extra
runqslower,extra
runscript,extra
runst,extra
runtest,extra
runtexfile,extra
runtexshebang,extra
runuser,core
runxlrd.py,extra
rust-analyzer,extra
rust-ar,extra
rust-cov,extra
rust-gdb,extra
rust-gdbgui,extra
rust-kanban,extra
rust-ld,extra
rust-lld,extra
rust-lldb,extra
rust-nm,extra
rust-objcopy,extra
rust-objdump,extra
rust-profdata,extra
rust-readobj,extra
rust-script,extra
rust-size,extra
rust-strip,extra
rustc,extra
rustdoc,extra
rustfmt,extra
rustic,extra
rustlings,extra
rustnet,extra
rustscan,extra
rustup,extra
rustypaste,extra
rview,extra
rvim,extra
rvlc,extra
rw,extra
rx11vnc,extra
rxgettext,extra
rygel,extra
rygel-preferences,extra
rz-asm,extra
rz-ax,extra
rz-bin,extra
rz-diff,extra
rz-find,extra
rz-gg,extra
rz-hash,extra
rz-run,extra
rz-sign,extra
rz-test,extra
s-tui,extra
s3,extra
s3cmd,extra
s3fs,extra
s3rver,extra
s51,extra
saaldump,extra
sacct,extra
sacctmgr,extra
sackd,extra
sad,extra
sadf,extra
safe_yaml,extra
saga_unpack,extra
saga_unpack_amiga,extra
sage,extra
sagetex-extract,extra
sagetex-makestatic,extra
sagetex-remote,extra
sagetex-run,extra
saidar,extra
sail,extra
sakura,extra
salloc,extra
samba,extra
samba-gpupdate,extra
samba-log-parser,extra
samba-regedit,extra
samba-tool,extra
sambaPipe.py,extra
samba_dnsupdate,extra
samba_downgrade_db,extra
samba_kcc,extra
samba_spnupdate,extra
samba_upgradedns,extra
samedit.py,extra
samp_hub,extra
sample,extra
samplers,extra
samplers32,multilib
samplers_array,extra
samplers_array32,multilib
samples,extra
samplv1_jack,extra
samply,extra
samrdump.py,extra
samu,extra
samus,extra
sancov,extra
sancov-18,extra
sancov-19,extra
sancov-20,extra
sancov-21,extra
sandwich-demo,extra
sandwich-discover,extra
sandwich-test,extra
sane-config,extra
sane-find-scanner,extra
saned,extra
sanic,extra
sanstats,extra
sanstats-18,extra
sanstats-19,extra
sanstats-20,extra
sanstats-21,extra
santos_22_triang,extra
santos_dim4_triang,extra
santos_triang,extra
sap2john,extra
sapWatch,extra
saquery,extra
sar,extra
sar2pcp,extra
sarg,extra
sarg-2.4.0.,extra
sas_disk_blink,core
saslauthd,extra
sasldblistusers2,core
saslpasswd2,core
sass,extra
sass-convert,extra
sassc,extra
sattach,extra
satty,extra
sauerbraten-client,extra
sauerbraten-server,extra
saved_model_cli,extra
savedefconfig,extra
savegamedump,extra
saxfr,extra
saytime,extra
sbatch,extra
sbattach,extra
sbcast,extra
sbcdec,extra
sbcenc,extra
sbcinfo,extra
sbcl,extra
sbctl,extra
sbigtopgm,extra
sbiload,extra
sbkeysync,extra
sbsiglist,extra
sbsign,extra
sbt,extra
sbvarsign,extra
sbverify,extra
sc,extra
sc-controller,extra
sc-hsm-tool,extra
scalar,extra
scale,extra
scan-build,extra
scan-build-py,extra
scan-devreg,extra
scan-view,extra
scancel,extra
scanelf,extra
scanimage,extra
scanin,extra
scanlogs,extra
scanmacho,extra
scanmem,extra
scanspool,extra
scantailor-advanced,extra
scap-as-rpm,extra
scap-driver-loader,extra
scapy,extra
scc,extra
scc-daemon,extra
scc-osd-dialog,extra
scc-osd-keyboard,extra
scc-osd-launcher,extra
scc-osd-menu,extra
scc-osd-message,extra
scc-osd-radial-menu,extra
scc-osd-show-bindings,extra
sccache,extra
sccache-dist,extra
sccmap,extra
scdd,extra
scdd_gmp,extra
scdoc,extra
scel2org5,extra
scfg_make,extra
scfg_parse,extra
scfg_parse_text,extra
scfg_test,extra
scfg_train,extra
scgcheck,extra
scgskeleton,extra
schedtool,extra
schemacrawler,extra
schemagen,extra
schismtracker,extra
schroot,extra
schubmult,extra
scide,extra
scikit-build,extra
scikit-build-core,extra
scim,extra
scim-config-agent,extra
scim-im-agent,extra
scim-setup,extra
scip,extra
scite,extra
sclang,extra
sclient,core
scmp_sys_resolver,core
scmpuff,extra
scncopy,extra
scomes,extra
scons,extra
scons-configure-cache,extra
sconsign,extra
scontrol,extra
scor2prt,extra
scot,extra
scotest,extra
scour,extra
scp,core;extra
scp-dbus-service,extra
scponly,extra
scponlyc,extra
scrapec,extra
scrapy,extra
scratch,extra
scrcpy,extra
screen,extra
screen-5.0.2,extra
screendump,core
screenfetch,extra
screengrab,extra
screenkey,extra
screenshot,extra
scribble,extra
scribus,extra
script,core
scriptlive,core
scriptor,extra
scriptreplay,core
scrontab,extra
scrot,extra
scrun,extra
scrypt,extra
scsi_ch_swp,core
scsi_logging_level,extra
scsi_mandat,extra
scsi_readcap,extra
scsi_ready,extra
scsi_satl,extra
scsi_start,extra
scsi_stop,extra
scsi_temperature,extra
scsort,extra
scss,extra
scsynth,extra
sctp_darn,extra
sctp_status,extra
sctp_test,extra
scummvm,extra
scummvm-tools,extra
scummvm-tools-cli,extra
