command,repos
fake_mipv6,extra
fake_mld26,extra
fake_mld6,extra
fake_mldrouter6,extra
fake_pim6,extra
fake_router26,extra
fake_router6,extra
fake_solicitate6,extra
fakechroot,extra
faked,core
faker,extra
fakeread,extra
fakeroot,core
faketime,extra
falcon,extra
falcon-bench,extra
falcon-host,extra
falcon-inspect-app,extra
falcon-print-routes,extra
falkon,extra
fallocate,core
false,core
fancontrol,extra
fasd,extra
fasm,extra
fasm-listing,extra
fasm-prepsrc,extra
fasm-symbols,extra
fast-import-filter,extra
fast-import-info,extra
fast-import-query,extra
fastapi,extra
fastbase64,extra
fastbase64.coreutils,extra
fastboot,extra
fastd,extra
fastfetch,extra
fastjar,extra
fastrm,extra
fatlabel,core
fatresize,extra
fatsort,extra
faust,extra
faust-config,extra
faust2alqt,extra
faust2alsaconsole,extra
faust2android,extra
faust2androidunity,extra
faust2api,extra
faust2atomsnippets,extra
faust2audiokit,extra
faust2bela,extra
faust2bench,extra
faust2caconsole,extra
faust2caqt,extra
faust2caqtios,extra
faust2clap.py,extra
faust2cmajor,extra
faust2cpalrust,extra
faust2csound,extra
faust2csvplot,extra
faust2daisy,extra
faust2dplug,extra
faust2dssi,extra
faust2dummy,extra
faust2dummymem,extra
faust2eps,extra
faust2esp32,extra
faust2faustvst,extra
faust2feh,extra
faust2firefox,extra
faust2gen,extra
faust2graph,extra
faust2graphviewer,extra
faust2hothouse,extra
faust2ios,extra
faust2jackconsole,extra
faust2jackrust,extra
faust2jackserver,extra
faust2jaqt,extra
faust2jaqtchain,extra
faust2juce,extra
faust2ladspa,extra
faust2linuxunity,extra
faust2lv2,extra
faust2mathdoc,extra
faust2mathviewer,extra
faust2max6,extra
faust2md,extra
faust2minimal,extra
faust2msp,extra
faust2netjackconsole,extra
faust2netjackqt,extra
faust2nodejs,extra
faust2octave,extra
faust2osxiosunity,extra
faust2owl,extra
faust2paconsole,extra
faust2paqt,extra
faust2pdf,extra
faust2plot,extra
faust2png,extra
faust2portaudiojulia,extra
faust2portaudiorust,extra
faust2pure,extra
faust2puredata,extra
faust2pwconsole,extra
faust2pwqt,extra
faust2raqt,extra
faust2rnbo,extra
faust2ros,extra
faust2rpialsaconsole,extra
faust2rpinetjackconsole,extra
faust2sam,extra
faust2sc,extra
faust2sc.py,extra
faust2sig,extra
faust2sigviewer,extra
faust2smartkeyb,extra
faust2sndfile,extra
faust2stratus,extra
faust2sublimecompletions,extra
faust2supercollider,extra
faust2svg,extra
faust2svgplot,extra
faust2svgviewer,extra
faust2teensy,extra
faust2tidalcycles,extra
faust2unity,extra
faust2vcvrack,extra
faust2vst,extra
faust2vsti,extra
faust2w32max6,extra
faust2w32msp,extra
faust2w32puredata,extra
faust2w32vst,extra
faust2w64max6,extra
faust2w64puredata,extra
faust2w64vst,extra
faust2winunity,extra
faust2wwise,extra
faust2wwise.cmd,extra
faust2wwise.py,extra
faustoptflags,extra
faustpath,extra
faustpp,extra
faustremote,extra
fax2ps,extra
fax2tiff,extra
fb,extra
fb_config,extra
fbc,extra
fbcli,extra
fbd-theme-validate,extra
fbgrab,extra
fbgs,extra
fbi,extra
fbinfo,extra
fbo_firecube,extra
fbo_firecube32,multilib
fbotexture,extra
fbotexture32,multilib
fbpdf,extra
fbrun,extra
fbset,extra
fbsetbg,extra
fbsetroot,extra
fbtest,extra
fbxine,extra
fc-cache,extra
fc-cache-32,multilib
fc-cat,extra
fc-conflist,extra
fc-genconf,extra
fc-list,extra
fc-match,extra
fc-pattern,extra
fc-query,extra
fc-scan,extra
fc-solve,extra
fc-validate,extra
fc_solve_find_index_s2ints.py,extra
fcat,extra
fceux,extra
fcgistarter,extra
fcgiwrap,extra
fcinfo,extra
fcitx5,extra
fcitx5-config-qt,extra
fcitx5-configtool,extra
fcitx5-diagnose,extra
fcitx5-gtk3-immodule-probing,extra
fcitx5-gtk4-immodule-probing,extra
fcitx5-helper,extra
fcitx5-migrator,extra
fcitx5-plasma-theme-generator,extra
fcitx5-qt5-immodule-probing,extra
fcitx5-qt6-immodule-probing,extra
fcitx5-remote,extra
fclones,extra
fconvolver,extra
fcplay,extra
fcrackzip,extra
fcron,extra
fcrondyn,extra
fcronsighup,extra
fcrontab,extra
fd,extra
fd2pascal,extra
fdisk,core
fdkaac,extra
fdm,extra
fdmdv_demod,extra
fdmdv_get_test_bits,extra
fdmdv_mod,extra
fdmdv_put_test_bits,extra
fdp,extra
fdtdump,extra
fdtget,extra
fdtoverlay,extra
fdtput,extra
fdupes,extra
feathernotes,extra
featherpad,extra
fectest,extra
feedgame,extra
feeluown,extra
feeluown-genicon,extra
feh,extra
feishin,extra
felix,extra
fennel,extra
ferm,extra
festival,extra
festival_client,extra
fetch-ebook-metadata,extra
fetchmail,extra
fetchmailconf,extra
fetchpayload,extra
fex2bin,extra
ffado-bridgeco-downloader,extra
ffado-dbus-server,extra
ffado-diag,extra
ffado-dice-firmware,extra
ffado-fireworks-downloader,extra
ffado-mixer,extra
ffado-set-nickname,extra
ffado-test,extra
ffado-test-isorecv,extra
ffado-test-isoxmit,extra
ffado-test-streaming,extra
ffado-test-streaming-ipc,extra
ffado-test-streaming-ipcclient,extra
ffcfstress,extra
ffdetect-emby,extra
ffind,extra
fflas-ffpack-config,extra
ffmpeg,extra
ffmpeg-emby,extra
ffmpeg_harvid,extra
ffmpegthumbnailer,extra
ffmsindex,extra
ffmvforce,extra
ffplay,extra
ffprobe,extra
ffprobe-emby,extra
ffprobe_harvid,extra
ffset,extra
fftest,extra
fftw-wisdom,extra
fftw-wisdom-to-conf,extra
fftwf-wisdom,extra
fftwl-wisdom,extra
fftwq-wisdom,extra
fgconsole,core
fgrep,core
fh2raw,extra
fh2svg,extra
fh2text,extra
fi_info,extra
fi_mon_sampler,extra
fi_pingpong,extra
fi_strerror,extra
fiascotopnm,extra
fibmap.f2fs,extra
fidentify,extra
fido2-assert,extra
fido2-cred,extra
fido2-token,extra
fiery,extra
fig2dev,extra
fig2ps2tex,extra
fig4latex,extra
figlet,extra
figlist,extra
filan,extra
file,core
file-manager.sh,extra
file-roller,extra
file65,extra
filecap,core
filedumper,extra
filedumper-slim,extra
filedumperx,extra
filefrag,core
fileinfo,extra
filelife,extra
filelight,extra
filename2ident,extra
filesnarf,extra
filetime.py,extra
filetop,extra
filetype,extra
fileview,extra
filezilla,extra
filezilla2john,extra
fillets,extra
filterdiff,extra
finance-quote-wrapper,extra
fincore,core
find,core
find-all-symbols,extra
find-debuginfo,core
find-freecell-deal-index.py,extra
find-libdeps,extra
find-libprovides,extra
findDelegation.py,extra
findaffix,extra
finddeps,extra
findfs,core
findhyph,extra
findmissingcrystal,extra
findmnt,core
findomain,extra
findpython,extra
findscu,extra
findssl.sh,core
findtable,extra
fingerterm,extra
fio,extra
fio-btrace2fio,extra
fio-dedupe,extra
fio-genzipf,extra
fio-histo-log-pctiles.py,extra
fio-verify-state,extra
fio2gnuplot,extra
fio_generate_plots,extra
fio_jsonplus_clat2csv,extra
fiologparser.py,extra
fiologparser_hist.py,extra
fire,extra
fire32,multilib
firecfg,extra
firecracker,extra
firefox,extra
firefox-developer-edition,extra
firefoxpwa,extra
firejail,extra
firejail-ui,extra
firemon,extra
firetools,extra
firewall-applet,extra
firewall-cmd,extra
firewall-config,extra
firewall-offline-cmd,extra
firewall6,extra
firewalld,extra
fish,extra
fish_indent,extra
fish_key_reader,extra
fisql,extra
fits2bitmap,extra
fitscheck,extra
fitscopy,extra
fitsdiff,extra
fitshdr,extra
fitsheader,extra
fitsinfo,extra
fitstopnm,extra
fitsverify,extra
five-or-more,extra
fiwalk,extra
fix-include.sh,extra
fix-qdf,extra
fixcvsdiff,extra
fiximports,extra
fixkdeincludes,extra
fixparts,extra
fixproc,extra
fixps,extra
fixqt4headers.pl,extra
fixqt4headers.pl-qt5,extra
fixuifiles,extra
fj,extra
fkill,extra
flac,extra
flake8,extra
flamegraph,extra
flamelens,extra
flameshot,extra
flash-var,extra
flash_erase,extra
flash_eraseall,extra
flash_lock,extra
flash_otp_dump,extra
flash_otp_erase,extra
flash_otp_info,extra
flash_otp_lock,extra
flash_otp_write,extra
flash_unlock,extra
flashcp,extra
flashgbx,extra
flashprog,extra
flashrom,extra
flask,extra
flat-clip,extra
flat-clip32,multilib
flatc,extra
flatpak,extra
flatpak-bisect,extra
flatpak-builder,extra
flatpak-coredumpctl,extra
flatpak-spawn,extra
flatxml2po,extra
flawfinder,extra
flawz,extra
flea,extra
flex,core
flex++,core
flickcurl,extra
flickcurl-config,extra
flickrdf,extra
flip-link,extra
flipdiff,extra
flips,extra
flit,extra
flite,extra
flite_cmu_us_kal16,extra
flite_cmu_us_slt,extra
flm,extra
flobopuyo,extra
flock,core
flood_advertise6,extra
flood_dhcpc6,extra
flood_mld26,extra
flood_mld6,extra
flood_mldrouter6,extra
flood_redir6,extra
flood_router26,extra
flood_router6,extra
flood_rs6,extra
flood_solicitate6,extra
flood_unreach6,extra
floppyd,extra
floppyd_installtest,extra
floptool,extra
floskell,extra
flowblade,extra
flowtop,extra
fls,extra
fltk-config,extra
fltk-config1.3,extra
fltk-options,extra
fltk-options-shared,extra
fluent2po,extra
fluid,extra
fluid-shared,extra
fluid1.3,extra
fluidsynth,extra
flux,extra
fluxbox,extra
fluxbox-generate_menu,extra
fluxbox-remote,extra
fluxbox-update_configs,extra
fmt,core
fmtutil,extra
fmtutil-sys,extra
fmtutil-user,extra
fn,extra
fnlfmt,extra
fnm,extra
fnott,extra
fnottctl,extra
fnteditfs,extra
focuswriter,extra
fogcoord,extra
fogcoord32,multilib
fold,core
foliate,extra
folks-import,extra
folks-inspect,extra
font-manager,extra
font-v,extra
fontforge,extra
fontimage,extra
fontinst,extra
fontlint,extra
fonttools,extra
fonttosfnt,extra
foomatic-addpjloptions,extra
foomatic-cleanupdrivers,extra
foomatic-combo-xml,extra
foomatic-compiledb,extra
foomatic-configure,extra
foomatic-datafile,extra
foomatic-extract-text,extra
foomatic-fix-xml,extra
foomatic-getpjloptions,extra
foomatic-kitload,extra
foomatic-nonumericalids,extra
foomatic-perl-data,extra
foomatic-ppd-options,extra
foomatic-ppd-to-xml,extra
foomatic-ppdfile,extra
foomatic-preferred-driver,extra
foomatic-printermap-to-gutenprint-xml,extra
foomatic-printjob,extra
foomatic-replaceoldprinterids,extra
foomatic-rip,extra
foomatic-searchprinter,extra
foot,extra
footclient,extra
fooyin,extra
fop,extra
foremost,extra
forge-sparks,extra
forgejo,extra
forgejo-runner,extra
format-json-schema,extra
fortran_count,extra
fortune,extra
fortune.pl,extra
fortunecraft,extra
fossil,extra
foundry,extra
four-in-a-row,extra
four2six,extra
fourier,extra
fourier_gmp,extra
fourmolu,extra
fox-config,extra
fp,extra
fp.ans,extra
fp.rsj,extra
fpack,extra
fpad,extra
fpc,extra
fpcalc,extra
fpcjres,extra
fpclasschart,extra
fpclasschart.rsj,extra
fpcmake,extra
fpcmkcfg,extra
fpcmkcfg.rsj,extra
fpcres,extra
fpcsubst,extra
fpcsubst.rsj,extra
fpdoc,extra
fping,extra
fplight,extra
fplight32,multilib
fplll,extra
fppkg,extra
fprcp,extra
fprintd-delete,extra
fprintd-enroll,extra
fprintd-list,extra
fprintd-verify,extra
fq,extra
fr_cas_help,extra
fractal,extra
fragcoord,extra
fragcoord32,multilib
fragmaster,extra
fragmentation6,extra
fragments,extra
fragrouter6,extra
fragrouter6.sh,extra
framework_tool,extra
francis,extra
free,core
freealut-config,extra
freeaptxdec,extra
freeaptxenc,extra
freebcp,extra
freecad,extra
freecad-thumbnailer,extra
freecadcmd,extra
freecell-solver-fc-pro-range-solve,extra
freecell-solver-multi-thread-solve,extra
freecell-solver-range-parallel-solve,extra
freeciv-gtk3.22,extra
freeciv-gtk4,extra
freeciv-manual,extra
freeciv-mp-cli,extra
freeciv-mp-gtk3,extra
freeciv-mp-gtk4,extra
freeciv-mp-qt,extra
freeciv-qt,extra
freeciv-ruledit,extra
freeciv-ruleup,extra
freeciv-server,extra
freecol,extra
freedroidRPG,extra
freedv_rx,extra
freedv_tx,extra
freehdl-config,extra
freehdl-gennodes,extra
freehdl-v2cc,extra
freeorion,extra
freeorionca,extra
freeoriond,extra
freeplane,extra
freerdp-proxy3,extra
freerdp-shadow-cli3,extra
frescobaldi,extra
freshclam,extra
fretboard,extra
fribidi,extra
fricas,extra
frm,extra
frm_admin,extra
frm_purged,extra
frm_xfragent,extra
frm_xfrd,extra
frogr,extra
from,extra
frotz,extra
fs-tri,extra
fs-tri32,multilib
fs-uae,extra
fs-uae-device-helper,extra
fs-uae-launcher,extra
fsadm,core
fsarchiver,extra
fsck,core
fsck.apfs,extra
fsck.bcachefs,extra
fsck.btrfs,core
fsck.cramfs,core
fsck.erofs,extra
fsck.exfat,extra
fsck.ext2,core
fsck.ext3,core
fsck.ext4,core
fsck.f2fs,extra
fsck.fat,core
fsck.fuse.bcachefs,extra
fsck.jfs,core
fsck.minix,core
fsck.msdos,core
fsck.ubifs,extra
fsck.vfat,core
fsck.xfs,core
fscrypt,extra
fsdist,extra
fsfreeze,core
fsidd,core
fsk_demod,extra
fsk_get_test_bits,extra
fsk_mod,extra
fsk_put_test_bits,extra
fslight,extra
fslight32,multilib
fsnotify-example,extra
fsnotifywait,extra
fsnotifywatch,extra
fsraytrace,extra
fsraytrace32,multilib
fsslower,extra
fsstat,extra
fst2vcd,extra
fstminer,extra
fstopgm,extra
fstrim,core
fstrm_capture,extra
fstrm_dump,extra
fstrm_replay,extra
fsverity,extra
fsview,extra
fswatch,extra
ft2-clone,extra
ftbench,extra
ftdi_eeprom,extra
ftdiff,extra
ftdump,extra
fte,extra
ftgamma,extra
ftgrid,extra
ftinspect,extra
ftl_check,extra
ftl_format,extra
ftlint,extra
ftmulti,extra
ftp,core
ftp-rfc,extra
ftpbench,extra
ftpd,core
ftppass,extra
ftsdf,extra
ftstring,extra
ftvalid,extra
ftview,extra
fuck,extra
fudd,extra
fuidshift,extra
fulcio,extra
fulla,extra
fullcircle,extra
fullgen,extra
fumon,extra
funclatency,extra
function_grep.pl,extra
funetak,extra
funpack,extra
funzip,extra
fuo,extra
furnace,extra
fuse-overlayfs,extra
fuse-zip,extra
fuse2fs,core
fusedist,extra
fuseiso,extra
fuser,core
fusermount,extra
fusermount-glusterfs,extra
fusermount3,extra
fuseslower,extra
futatabi,extra
futexctn,extra
fuzz-progress.sh,extra
fuzz_dhcpc6,extra
fuzz_dhcps6,extra
fuzz_ip6,extra
fuzz_option,extra
fuzzel,extra
fv3_impulser_jack,extra
fv3_jack_earlyr,extra
fv3_jack_earlyr2,extra
fv3_jack_gd_lroom,extra
fv3_jack_impulser2,extra
fv3_jack_mbcomp,extra
fv3_jack_noise1,extra
fv3_jack_nrev,extra
fv3_jack_progenitor,extra
fv3_jack_revmodel,extra
fv3_jack_stenh,extra
fv3_jack_strev,extra
fvm,extra
fvwm-convert-2.6,extra
fvwm-menu-desktop,extra
fvwm-menu-directory,extra
fvwm-menu-xlock,extra
fvwm-perllib,extra
fvwm-root,extra
fvwm3,extra
fw_printenv,extra
fw_setenv,extra
fwb_iosacl,extra
fwb_ipf,extra
fwb_ipfw,extra
fwb_ipt,extra
fwb_junosacl,extra
fwb_nxosacl,extra
fwb_pf,extra
fwb_pix,extra
fwb_procurve_acl,extra
fwbedit,extra
fwbuilder,extra
fweelin,extra
fwknop,extra
fwknopd,extra
fwupd-dbxtool,extra
fwupdmgr,extra
fwupdtool,extra
fx,extra
fy-compose,extra
fy-dump,extra
fy-filter,extra
fy-join,extra
fy-testsuite,extra
fy-tool,extra
fy-ypath,extra
fyi,extra
fz_funcs,extra
fz_funcs.sh,extra
fzf,extra
fzf-tmux,extra
fzipinfo,extra
fzmodeler,extra
fzprofiler,extra
fzy,extra
g++,core
g++-15,extra
g-ir-annotation-tool,extra
g-ir-compiler,extra
g-ir-doc-tool,extra
g-ir-generate,extra
g-ir-inspect,extra
g-ir-scanner,extra
g-lensfun-update-data,extra
g13,core
g13-syshelp,core
g2root,extra
g3topbm,extra
gac,extra
gacutil,extra
gacutil2,extra
gagwpe,extra
gajim,extra
gajim-remote,extra
gala,extra
gala-daemon,extra
gala-daemon-gtk3,extra
galculator,extra
galera_new_cluster,extra
galera_recovery,extra
gambas3,extra
gambas3.gambas,extra
gameconqueror,extra
gamemoded,extra
gamemodelist,extra
gamemoderun,extra
gamescope,extra
gamescope-type,extra
gamescopectl,extra
gamescopereaper,extra
gamescopestream,extra
gamma,extra
gamma32,multilib
gamma4scanimage,extra
gammaray,extra
gammastep,extra
gammastep-indicator,extra
gammu,extra
gammu-config,extra
gammu-detect,extra
gammu-smsd,extra
gammu-smsd-inject,extra
gammu-smsd-monitor,extra
gap,extra
gaphor,extra
gapi3-codegen,extra
gapi3-fixup,extra
gapi3-parser,extra
gapplication,core
garage,extra
garbd,extra
gate,extra
gatt-service,extra
gaupol,extra
gawk,core
gawk-5.4.1,core
gawkbug,core
gba3,extra
gbase,extra
gbc3,extra
gbh3,extra
gbh3.gambas,extra
gbi3,extra
gbklatex,extra
gbkpdflatex,extra
gbr3,extra
gbrainy,extra
gbs3,extra
gbs3.gambas,extra
gbw3,extra
gbx3,extra
gc,extra
gcab,extra
gcalccmd,extra
gcc,core
gcc-15,extra
gcc-ar,core
gcc-ar-15,extra
gcc-nm,core
gcc-nm-15,extra
gcc-ranlib,core
gcc-ranlib-15,extra
gccgo,core
gccmakedep,extra
gccrs,core
gcdmaster,extra
gcin,extra
gcin-exit,extra
gcin-gb-toggle,extra
gcin-kbm-toggle,extra
gcin-message,extra
gcin-tools,extra
gcin2tab,extra
gcm-import,extra
gcm-inspect,extra
gcm-picker,extra
gcm-viewer,extra
gcnmz,extra
gcobc,core
gcobol,core
gcolor3,extra
gcompris-qt,extra
gcore,extra
gcov,core
gcov-dump,core
gcov-tool,core
gcovr,extra
gcp-devrel-py-tools,extra
gcpubar,extra
gcr-viewer,extra
gcr-viewer-gtk4,extra
gcrane,extra
gcron.py,extra
gct-tool,extra
gcv,extra
gd2copypal,extra
gd2togif,extra
gd2topng,extra
gdal,extra
gdal-config,extra
gdal2tiles,extra
gdal2tiles.py,extra
gdal2xyz,extra
gdal2xyz.py,extra
gdal_calc,extra
gdal_calc.py,extra
gdal_contour,extra
gdal_create,extra
gdal_edit,extra
gdal_edit.py,extra
gdal_fillnodata,extra
gdal_fillnodata.py,extra
gdal_footprint,extra
gdal_grid,extra
gdal_merge,extra
gdal_merge.py,extra
gdal_pansharpen,extra
gdal_pansharpen.py,extra
gdal_polygonize,extra
gdal_polygonize.py,extra
gdal_proximity,extra
gdal_proximity.py,extra
gdal_rasterize,extra
gdal_retile,extra
gdal_retile.py,extra
gdal_sieve,extra
gdal_sieve.py,extra
gdal_translate,extra
gdal_viewshed,extra
gdaladdo,extra
gdalattachpct,extra
gdalattachpct.py,extra
gdalbuildvrt,extra
gdalcompare,extra
gdalcompare.py,extra
gdaldem,extra
gdalenhance,extra
gdalinfo,extra
gdallocationinfo,extra
gdalmanage,extra
gdalmdiminfo,extra
gdalmdimtranslate,extra
gdalmove,extra
gdalmove.py,extra
gdalsrsinfo,extra
gdaltindex,extra
gdaltransform,extra
gdalwarp,extra
gdb,extra
gdb-add-index,extra
gdb.py,extra
gdbar,extra
gdbm_dump,core
gdbm_load,core
gdbmtool,core
gdbserver,extra
gdbus,core
gdbus-codegen,core
gdc,core
gdcmanon,extra
gdcmclean,extra
gdcmconv,extra
gdcmdiff,extra
gdcmdump,extra
gdcmgendir,extra
gdcmimg,extra
gdcminfo,extra
gdcmpap3,extra
gdcmpgif,extra
gdcmraw,extra
gdcmscanner,extra
gdcmscu,extra
gdcmtar,extra
gdcmxml,extra
gdctl,extra
gdiffmk,core
gdisk,extra
gdk-pixbuf-csource,extra
gdk-pixbuf-pixdata,extra
gdk-pixbuf-query-loaders,extra
gdk-pixbuf-query-loaders-32,multilib
gdk_pixbuf_mlsource3,extra
gdm,extra
gdm-config,extra
gdnc,extra
gdnsd,extra
gdnsd_geoip_test,extra
gdnsdctl,extra
gdomap,extra
gdparttopng,extra
gdtopng,extra
gdu,extra
gdump,extra
geany,extra
gearadmin,extra
gearbox,extra
gearbox32,multilib
gearman,extra
gearmand,extra
gears,extra
gears32,multilib
geartrain,extra
geartrain32,multilib
geary,extra
geckodriver,extra
gedit,extra
geeqie,extra
gegl,extra
gegl-imgcmp,extra
gegps,extra
geli2john,extra
gem,extra
gemini,extra
gemtopbm,extra
gemtopnm,extra
gen-golden.py,extra
gen-grub-efi-nb-menu,extra
gen-hie,extra
gen-loadpulses,extra
gen-multiple-pysol-layouts,extra
gen-perf-report.py,extra
gen-setup,extra
gen-torrent-from-ptcl,extra
genXrdPattern,extra
gen_binary_files,extra
gen_unigram,extra
genact,extra
genbg,extra
genbgL,extra
genbrk,core
gencancel,extra
gencat,core
genccode,core
gencfu,core
gencmn,core
gencnval,core
genconfig,extra
gendesc,extra
gendesk,extra
gendict,core
gendiff,extra
generate-borgmatic-config,extra
generate-domains-blocklist,extra
generate-fixtures-yaml,extra
generate-pxe-menu,extra
generate-rules,extra
generate_config,extra
generate_log_config,extra
generate_randfile,extra
generate_signing_key,extra
generateshader,extra
generator,extra
generic_count,extra
genfasm,extra
genfio,extra
genflagcodes,extra
genfstab,extra
geng,extra
gengL,extra
gengen,extra
gengetopt,extra
genhash,extra
genhtml,extra
genincstats,extra
geninfo,extra
genisoimage,extra
genius,extra
genktreeg,extra
genl,core
genl-ctrl-list,core
genlinfo,extra
genmdl,extra
genmkvpwd,extra
genmod,extra
genmodel,extra
gennorm2,core
genpmda,extra
genpmk,extra
genpng,extra
genposetg,extra
genpyt,extra
genquarticg,extra
genrang,extra
genrb,core
genreflex,extra
genresscript,extra
gens2shp,extra
gensiot,extra
genspecialg,extra
gensprep,core
gensymm,extra
gentest,extra
gentourng,extra
gentreeg,extra
gentrigrams,extra
genxs,extra
geobox,extra
geocod,extra
geocpset,extra
geod,extra
geodump,extra
geogebra,extra
geogram_demo_Application,extra
geogram_demo_CSG,extra
geogram_demo_Delaunay2d,extra
geogram_demo_Delaunay3d,extra
geogram_demo_Evert,extra
geogram_demo_GLUP,extra
geogram_demo_Picking,extra
geogram_demo_Raytrace,extra
geogram_demo_SimpleApp,extra
geoiplookup,extra
geoiplookup6,extra
geoipsets,extra
geoipupdate,extra
geom-outlining-130,extra
geom-outlining-13032,multilib
geom-outlining-150,extra
geom-outlining-15032,multilib
geom-sprites,extra
geom-sprites32,multilib
geom-stipple-lines,extra
geom-stipple-lines32,multilib
geom-wide-lines,extra
geom-wide-lines32,multilib
geometry_to_wkb,extra
geonkick,extra
geos-config,extra
geoshade,extra
geosop,extra
geotag,extra
geotifcp,extra
